"","custody_status","marital_status","screening_date","rec_supervision_level","rec_supervision_level_text","score_text","raw_score","decile_score","person_id"
"358","Jail Inmate","Single",0.93361,4,"High","High",-0.83,9,337
"359","Jail Inmate","Single",0.93367,3,"Medium with Override Consideration","Medium",-1.8,5,338
"360","Jail Inmate","Single",0.94992,2,"Medium","Medium",-1.88,5,339
"361","Jail Inmate","Single",0.93263,1,"Low","Low",-2.61,2,340
"362","Pretrial Defendant","Single",0.94585,2,"Medium","Medium",-1.56,6,341
"363","Jail Inmate","Single",0.9441,2,"Medium","Medium",-1.53,6,342
"364","Jail Inmate","Married",0.94894,1,"Low","Low",-3.01,1,343
"365","Jail Inmate","Single",0.9408,1,"Low","Low",-3.35,1,344
"366","Jail Inmate","Single",0.93386,1,"Low","Low",-3.57,1,345
"367","Jail Inmate","Significant Other",0.93605,3,"Medium with Override Consideration","Medium",-1.68,6,346
"368","Jail Inmate","Single",0.93154,1,"Low","Low",-2.95,1,347
"369","Jail Inmate","Widowed",0.94107,1,"Low","Low",-2.3,3,348
"370","Jail Inmate","Single",0.93389,1,"Low","Low",-2.84,2,349
"371","Jail Inmate","Significant Other",0.94607,3,"Medium with Override Consideration","Low",-2.04,4,350
"372","Jail Inmate","Single",0.93752,1,"Low","Low",-2.28,3,351
"373","Pretrial Defendant","Single",0.94801,1,"Low","Low",-2.34,3,352
"374","Jail Inmate","Single",0.94752,1,"Low","Low",-3.04,1,353
"375","Jail Inmate","Single",0.93159,2,"Medium","Medium",-1.7,6,354
"376","Jail Inmate","Single",0.93189,1,"Low","Low",-2.77,2,355
"377","Jail Inmate","Single",0.93853,1,"Low","Low",-2.2,4,356
"378","Jail Inmate","Single",0.95009,3,"Medium with Override Consideration","Medium",-1.96,5,357
"379","Jail Inmate","Single",0.94309,1,"Low","Low",-3.02,1,358
"380","Jail Inmate","Single",0.93973,4,"High","High",-1.06,8,359
"381","Jail Inmate","Single",0.93708,3,"Medium with Override Consideration","Medium",-1.59,6,360
"382","Jail Inmate","Single",0.93058,1,"Low","Low",-3.92,1,361
"383","Pretrial Defendant","Single",0.93954,4,"High","High",-0.65,9,362
"384","Pretrial Defendant","Single",0.93954,4,"High","High",-0.61,10,362
"385","Jail Inmate","Single",0.9329,1,"Low","Low",-2.33,3,363
"386","Jail Inmate","Single",0.93695,1,"Low","Low",-2.12,4,364
"387","Jail Inmate","Married",0.94763,1,"Low","Low",-3.06,1,365
"388","Jail Inmate","Single",0.93099,3,"Medium with Override Consideration","Medium",-1.45,7,366
"389","Pretrial Defendant","Single",0.94375,4,"High","High",-1.11,8,367
"390","Pretrial Defendant","Single",0.94375,4,"High","High",-1.11,8,367
"391","Jail Inmate","Single",0.94905,2,"Medium","Medium",-1.66,6,368
"392","Jail Inmate","Single",0.93951,1,"Low","Low",-3.44,1,369
"393","Jail Inmate","Single",0.9485,1,"Low","Low",-3.17,1,370
"394","Jail Inmate","Single",0.94378,1,"Low","Low",-2.99,1,371
"395","Jail Inmate","Single",0.93823,1,"Low","Low",-3.07,1,372
"396","Jail Inmate","Single",0.94285,1,"Low","Low",-2.29,3,373
"397","Jail Inmate","Separated",0.94203,3,"Medium with Override Consideration","High",-0.78,9,374
"398","Pretrial Defendant","Single",0.94129,1,"Low","Low",-2.94,2,375
"399","Jail Inmate","Single",0.94222,4,"High","High",-0.88,9,376
"400","Pretrial Defendant","Single",0.9376,2,"Medium","Medium",-1.76,5,377
"401","Pretrial Defendant","Single",0.94531,1,"Low","Low",-2.5,3,378
"402","Jail Inmate","Married",0.932,1,"Low","Low",-2.88,2,379
"403","Jail Inmate","Married",0.94525,1,"Low","Low",-2.84,2,380
"404","Jail Inmate","Single",0.93099,2,"Medium","Low",-2,4,381
"405","Jail Inmate","Single",0.93326,3,"Medium with Override Consideration","Medium",-1.84,5,381
"406","Jail Inmate","Single",0.94206,2,"Medium","Medium",-1.37,7,382
"407","Pretrial Defendant","Single",0.9311,3,"Medium with Override Consideration","Medium",-1.45,7,383
"408","Jail Inmate","Single",0.9426,1,"Low","Low",-2.36,3,384
"409","Jail Inmate","Single",0.93894,3,"Medium with Override Consideration","Medium",-1.41,7,385
"410","Jail Inmate","Single",0.94181,3,"Medium with Override Consideration","Medium",-1.47,7,385
"411","Jail Inmate","Single",0.93137,2,"Medium","Medium",-1.84,5,386
"412","Jail Inmate","Single",0.9461,1,"Low","Low",-3.2,1,387
"413","Jail Inmate","Single",0.9446,1,"Low","Low",-2.88,2,388
"414","Jail Inmate","Single",0.93208,1,"Low","Low",-3.41,1,389
"415","Jail Inmate","Single",0.93613,1,"Low","Low",-1.98,4,390
"416","Jail Inmate","Single",0.93878,4,"High","High",-0.01,10,391
"417","Pretrial Defendant","Single",0.94629,4,"High","High",-0.37,10,391
"418","Jail Inmate","Single",0.93553,1,"Low","Low",-2.36,3,392
"419","Jail Inmate","Single",0.93935,1,"Low","Low",-3.43,1,393
"420","Jail Inmate","Single",0.94438,1,"Low","Low",-2.44,3,394
"421","Jail Inmate","Single",0.9488,3,"Medium with Override Consideration","Medium",-1.97,5,395
"422","Jail Inmate","Single",0.94148,3,"Medium with Override Consideration","Medium",-1.5,6,396
"423","Jail Inmate","Single",0.94596,3,"Medium with Override Consideration","Medium",-1.46,7,396
"424","Jail Inmate","Married",0.94624,3,"Medium with Override Consideration","Medium",-1.57,6,397
"425","Jail Inmate","Single",0.93315,2,"Medium","Medium",-1.56,6,398
"426","Jail Inmate","Married",0.93599,1,"Low","Low",-3.59,1,399
"427","Jail Inmate","Single",0.94596,1,"Low","Low",-2.18,4,400
"428","Jail Inmate","Single",0.94719,3,"Medium with Override Consideration","High",-0.39,10,401
"429","Jail Inmate","Single",0.9388,1,"Low","Low",-2.49,3,402
"430","Pretrial Defendant","Divorced",0.9358,2,"Medium","Low",-3.61,1,403
"431","Jail Inmate","Single",0.93315,1,"Low","Low",-2.14,4,404
"432","Jail Inmate","Single",0.93282,2,"Medium","Medium",-1.48,7,405
"433","Jail Inmate","Single",0.94763,2,"Medium","Medium",-1.57,6,406
"434","Jail Inmate","Single",0.93044,3,"Medium with Override Consideration","Medium",-1.27,7,407
"435","Jail Inmate","Single",0.93976,4,"High","High",-1.08,8,407
"436","Jail Inmate","Single",0.94012,1,"Low","Low",-2.22,4,408
"437","Jail Inmate","Single",0.94077,4,"High","High",-1.24,8,409
"438","Pretrial Defendant","Single",0.93695,1,"Low","Low",-2.2,4,410
"439","Jail Inmate","Single",0.93607,1,"Low","Low",-3.12,1,411
"440","Jail Inmate","Single",0.9485,4,"High","High",-1.22,8,412
"441","Jail Inmate","Single",0.94995,1,"Low","Low",-3.47,1,413
"442","Jail Inmate","Single",0.94091,1,"Low","Low",-2.49,3,414
"443","Pretrial Defendant","Single",0.9329,2,"Medium","Low",-2.44,3,415
"444","Jail Inmate","Single",0.93954,2,"Medium","Low",-2.68,2,416
"445","Jail Inmate","Single",0.94074,3,"Medium with Override Consideration","Low",-2.58,2,416
"446","Jail Inmate","Single",0.93274,1,"Low","Low",-3.54,1,417
"447","Jail Inmate","Significant Other",0.94659,1,"Low","Low",-3.17,1,418
"448","Jail Inmate","Single",0.94834,1,"Low","Low",-2.4,3,419
"449","Jail Inmate","Significant Other",0.94367,1,"Low","Low",-2.98,1,420
"450","Jail Inmate","Single",0.94777,1,"Low","Low",-3.55,1,421
"451","Jail Inmate","Single",0.94613,1,"Low","Low",-2.2,4,422
"452","Pretrial Defendant","Single",0.94186,1,"Low","Low",-3.27,1,423
"453","Jail Inmate","Single",0.94479,1,"Low","Low",-2.33,3,424
"454","Jail Inmate","Single",0.94479,1,"Low","Low",-2.33,3,424
"455","Pretrial Defendant","Married",0.93309,1,"Low","Low",-3.35,1,425
"456","Pretrial Defendant","Single",0.94509,1,"Low","Low",-3.54,1,426
"457","Jail Inmate","Single",0.94274,2,"Medium","Low",-2.58,2,427
"458","Jail Inmate","Single",0.93345,1,"Low","Low",-2.94,2,428
"459","Jail Inmate","Single",0.93187,3,"Medium with Override Consideration","Medium",-1.34,7,429
"460","Jail Inmate","Single",0.94547,3,"Medium with Override Consideration","Medium",-1.59,6,430
"461","Pretrial Defendant","Married",0.93454,1,"Low","Low",-3.24,1,431
"462","Jail Inmate","Single",0.94066,1,"Low","Low",-2.11,4,432
"463","Jail Inmate","Single",0.94787,3,"Medium with Override Consideration","Low",-2.05,4,433
"464","Pretrial Defendant","Single",0.94954,2,"Medium","Medium",-1.29,7,434
"465","Jail Inmate","Single",0.93938,1,"Low","Low",-2.09,4,435
"466","Jail Inmate","Married",0.94495,1,"Low","Low",-2.41,3,436
"467","Jail Inmate","Single",0.9417,1,"Low","Medium",-1.94,5,437
"468","Jail Inmate","Single",0.93099,1,"Low","Low",-2.59,2,438
"469","Jail Inmate","Single",0.94421,2,"Medium","Low",-2.6,2,438
"470","Pretrial Defendant","Single",0.93829,1,"Low","Low",-2.86,2,439
"471","Jail Inmate","Single",0.93859,1,"Low","Low",-3.17,1,440
"472","Jail Inmate","Single",0.9423,1,"Low","Low",-2.97,1,440
"473","Jail Inmate","Single",0.93285,1,"Low","Medium",-1.96,5,441
"474","Pretrial Defendant","Single",0.94506,1,"Low","Low",-2.88,2,442
"475","Jail Inmate","Single",0.94818,1,"Low","Low",-3,1,443
"476","Pretrial Defendant","Unknown",0.94588,1,"Low","Low",-2.92,2,444
"477","Jail Inmate","Married",0.93162,1,"Low","Low",-3.84,1,445
"478","Jail Inmate","Significant Other",0.93017,2,"Medium","Medium",-1.29,7,446
"479","Pretrial Defendant","Divorced",0.94667,1,"Low","Low",-3.09,1,447
"480","Jail Inmate","Separated",0.93337,3,"Medium with Override Consideration","Low",-2.32,3,448
"481","Jail Inmate","Separated",0.93337,3,"Medium with Override Consideration","Low",-2.32,3,448
"482","Jail Inmate","Single",0.94342,1,"Low","Low",-2.46,3,449
"483","Jail Inmate","Single",0.93618,2,"Medium","Medium",-1.4,7,450
"484","Pretrial Defendant","Single",0.93943,3,"Medium with Override Consideration","Medium",-1.8,5,451
"485","Jail Inmate","Divorced",0.93028,1,"Low","Low",-4.35,1,452
"486","Pretrial Defendant","Divorced",0.9329,1,"Low","Low",-3.98,1,453
"487","Jail Inmate","Single",0.93326,4,"High","High",-0.45,10,454
"488","Jail Inmate","Single",0.9426,4,"High","High",-0.65,9,454
"489","Jail Inmate","Single",0.94356,4,"High","High",-0.65,9,454
"490","Jail Inmate","Married",0.94449,1,"Low","Low",-3.3,1,455
"491","Jail Inmate","Single",0.93932,1,"Low","Low",-3.15,1,456
"492","Jail Inmate","Separated",0.93637,1,"Low","Low",-3.41,1,457
"493","Jail Inmate","Single",0.94167,1,"Low","Low",-2.02,4,458
"494","Jail Inmate","Single",0.9393,1,"Low","Low",-3.27,1,459
"495","Jail Inmate","Single",0.94553,1,"Low","Low",-2.92,2,460
"496","Jail Inmate","Single",0.94012,1,"Low","Medium",-1.96,5,461
"497","Jail Inmate","Single",0.93282,1,"Low","Low",-2.69,2,462
"498","Jail Inmate","Single",0.94017,1,"Low","Low",-3.2,1,463
"499","Jail Inmate","Single",0.93148,1,"Low","Low",-2.52,3,464
"500","Jail Inmate","Divorced",0.93419,1,"Low","Low",-2.99,1,465
"501","Jail Inmate","Single",0.93725,1,"Low","Low",-2.37,3,466
"502","Jail Inmate","Single",0.93219,4,"High","High",-0.43,10,467
"503","Jail Inmate","Single",0.9405,1,"Low","Low",-2.44,3,468
"504","Jail Inmate","Single",0.94643,4,"High","High",-0.84,9,469
"505","Jail Inmate","Single",0.94227,3,"Medium with Override Consideration","Low",-2.66,2,470
"506","Jail Inmate","Single",0.94553,4,"High","High",-1.17,8,471
"507","Jail Inmate","Single",0.94779,4,"High","High",-0.75,9,472
"508","Jail Inmate","Single",0.93156,2,"Medium","Medium",-1.31,7,473
"509","Jail Inmate","Married",0.94233,1,"Low","Low",-3.79,1,474
"510","Jail Inmate","Single",0.93957,1,"Low","Low",-4.2,1,475
"511","Jail Inmate","Single",0.94741,2,"Medium","Medium",-1.86,5,476
"512","Jail Inmate","Single",0.94298,1,"Low","Low",-2.94,2,477
"513","Jail Inmate","Single",0.93329,3,"Medium with Override Consideration","Medium",-1.53,6,478
"514","Jail Inmate","Single",0.94274,1,"Low","Low",-3.18,1,479
"515","Jail Inmate","Single",0.94042,4,"High","High",-1.13,8,480
"516","Jail Inmate","Single",0.93768,1,"Low","Low",-3.96,1,481
"517","Jail Inmate","Single",0.94705,3,"Medium with Override Consideration","Low",-3.53,1,482
"518","Jail Inmate","Single",0.94968,1,"Low","Low",-2.41,3,483
"519","Jail Inmate","Single",0.93159,1,"Low","Low",-2.31,3,484
"520","Jail Inmate","Single",0.93247,4,"High","High",-0.77,9,485
"521","Jail Inmate","Single",0.94345,1,"Low","Low",-2.18,4,486
"522","Pretrial Defendant","Single",0.94954,3,"Medium with Override Consideration","High",-0.93,9,487
"523","Jail Inmate","Single",0.94853,1,"Low","Low",-3.16,1,488
"524","Jail Inmate","Significant Other",0.93771,1,"Low","Low",-2.08,4,489
"525","Pretrial Defendant","Single",0.94028,1,"Low","Low",-3.25,1,490
"526","Pretrial Defendant","Married",0.94686,1,"Low","Low",-3.37,1,491
"527","Jail Inmate","Single",0.9461,1,"Low","Medium",-1.83,5,492
"528","Jail Inmate","Single",0.93211,1,"Low","Low",-3.71,1,493
"529","Pretrial Defendant","Single",0.93599,2,"Medium","Medium",-1.64,6,494
"530","Jail Inmate","Single",0.93359,2,"Medium","Medium",-1.79,5,495
"531","Jail Inmate","Single",0.94104,2,"Medium","Medium",-1.94,5,495
"532","Jail Inmate","Single",0.93044,1,"Low","Low",-2.2,4,496
"533","Jail Inmate","Unknown",0.94468,2,"Medium","Low",-2.11,4,496
"534","Jail Inmate","Single",0.93271,1,"Low","Low",-2.1,4,497
"535","Jail Inmate","Divorced",0.94484,1,"Low","Low",-3.53,1,498
"536","Pretrial Defendant","Single",0.94181,1,"Low","Low",-2.44,3,499
"537","Jail Inmate","Single",0.93329,3,"Medium with Override Consideration","Medium",-1.28,7,500
"538","Jail Inmate","Married",0.9399,1,"Low","Low",-2.5,3,501
"539","Jail Inmate","Single",0.94208,1,"Low","Low",-2.04,4,502
"540","Pretrial Defendant","Single",0.93695,2,"Medium","Low",-2.06,4,503
"541","Jail Inmate","Single",0.94077,1,"Low","Low",-2.71,2,504
"542","Jail Inmate","Single",0.94178,1,"Low","Low",-2.82,2,505
"543","Jail Inmate","Single",0.94569,4,"High","High",-0.92,9,506
"544","Pretrial Defendant","Single",0.94858,3,"Medium with Override Consideration","Medium",-1.91,5,507
"545","Jail Inmate","Single",0.94271,3,"Medium with Override Consideration","Medium",-1.87,5,508
"546","Jail Inmate","Single",0.93236,2,"Medium","Low",-2.58,2,509
"547","Jail Inmate","Married",0.94001,1,"Low","Low",-3.73,1,510
"548","Pretrial Defendant","Married",0.93941,1,"Low","Low",-3.08,1,511
"549","Jail Inmate","Single",0.93976,2,"Medium","Medium",-1.77,5,512
"550","Pretrial Defendant","Married",0.94853,1,"Low","Low",-2.87,2,513
"551","Jail Inmate","Single",0.93061,4,"High","High",-1.2,8,514
"552","Jail Inmate","Single",0.93976,4,"High","High",-0.94,9,514
"553","Jail Inmate","Single",0.94462,1,"Low","Low",-2.75,2,515
"554","Jail Inmate","Single",0.93143,3,"Medium with Override Consideration","Medium",-1.28,7,516
"555","Jail Inmate","Single",0.94096,2,"Medium","Medium",-1.88,5,517
"556","Jail Inmate","Single",0.93244,1,"Low","Low",-2.94,2,518
"557","Jail Inmate","Single",0.93244,1,"Low","Low",-2.69,2,518
"558","Jail Inmate","Single",0.93042,3,"Medium with Override Consideration","Medium",-1.94,5,519
"559","Jail Inmate","Separated",0.94397,2,"Medium","Low",-2.46,3,520
"560","Jail Inmate","Separated",0.94853,2,"Medium","Low",-2.38,3,520
"561","Pretrial Defendant","Single",0.93749,1,"Low","Low",-2.51,3,521
"562","Jail Inmate","Single",0.94165,1,"Low","Low",-2.98,1,522
"563","Jail Inmate","Single",0.94711,4,"High","High",-0.75,9,523
"564","Jail Inmate","Single",0.94099,3,"Medium with Override Consideration","Medium",-1.71,6,524
"565","Jail Inmate","Married",0.93919,1,"Low","Low",-3.53,1,525
"566","Jail Inmate","Significant Other",0.93156,3,"Medium with Override Consideration","High",-1.25,8,526
"567","Jail Inmate","Divorced",0.93099,1,"Low","Low",-4.3,1,527
"568","Pretrial Defendant","Single",0.94342,1,"Low","Low",-2.27,3,528
"569","Residential Program","Single",0.93913,1,"Low","N/A",-1,-1,529
"570","Jail Inmate","Single",0.93864,2,"Medium","Medium",-1.52,6,530
"571","Jail Inmate","Single",0.93779,4,"High","High",-0.45,10,531
"572","Jail Inmate","Single",0.94386,4,"High","High",-0.37,10,531
"573","Jail Inmate","Single",0.94733,4,"High","High",-0.74,9,531
"574","Pretrial Defendant","Single",0.93951,1,"Low","Medium",-1.83,5,532
"575","Jail Inmate","Single",0.93326,1,"Low","Medium",-1.96,5,533
"576","Pretrial Defendant","Single",0.94074,3,"Medium with Override Consideration","High",-0.54,10,534
"577","Pretrial Defendant","Single",0.94487,1,"Low","Low",-2.78,2,535
"578","Jail Inmate","Single",0.94427,1,"Low","Low",-3.58,1,536
"579","Jail Inmate","Single",0.93801,1,"Low","Low",-2.12,4,537
"580","Jail Inmate","Single",0.93096,1,"Low","Low",-2.55,3,538
"581","Jail Inmate","Single",0.94124,3,"Medium with Override Consideration","High",-1.17,8,539
"582","Jail Inmate","Single",0.93798,1,"Low","Low",-4.08,1,540
"583","Pretrial Defendant","Single",0.93113,4,"High","High",0.04,10,541
"584","Jail Inmate","Single",0.93359,4,"High","High",-0.39,10,542
"585","Jail Inmate","Divorced",0.94271,1,"Low","Low",-2.73,2,543
"586","Jail Inmate","Divorced",0.94402,1,"Low","Low",-2.73,2,543
"587","Jail Inmate","Single",0.94484,1,"Low","Low",-2.8,2,544
"588","Jail Inmate","Single",0.94484,1,"Low","Low",-2.8,2,544
"589","Pretrial Defendant","Single",0.93208,2,"Medium","Medium",-1.33,7,545
"590","Jail Inmate","Single",0.9332,1,"Low","Low",-2.91,2,546
"591","Jail Inmate","Single",0.93353,1,"Low","Low",-2.29,3,547
"592","Jail Inmate","Single",0.93473,2,"Medium","Medium",-1.53,6,548
"593","Jail Inmate","Married",0.94875,3,"Medium with Override Consideration","Low",-2.17,4,549
"594","Jail Inmate","Single",0.94282,2,"Medium","Low",-2.34,3,550
"595","Pretrial Defendant","Single",0.93372,2,"Medium","Medium",-1.73,6,551
"596","Jail Inmate","Single",0.93703,2,"Medium","Medium",-1.83,5,552
"597","Pretrial Defendant","Single",0.93364,3,"Medium with Override Consideration","Medium",-1.37,7,553
"598","Jail Inmate","Single",0.94301,3,"Medium with Override Consideration","Medium",-1.93,5,554
"599","Pretrial Defendant","Single",0.94282,1,"Low","Low",-3.34,1,555
"600","Pretrial Defendant","Single",0.94471,1,"Low","Low",-2.08,4,556
"601","Jail Inmate","Single",0.9382,3,"Medium with Override Consideration","Medium",-1.62,6,557
"602","Jail Inmate","Single",0.94569,4,"High","High",-1.25,8,557
"603","Jail Inmate","Single",0.94782,2,"Medium","Medium",-1.52,6,558
"604","Jail Inmate","Single",0.94812,2,"Medium","Medium",-1.52,6,558
"605","Jail Inmate","Single",0.94913,3,"Medium with Override Consideration","Medium",-1.89,5,559
"606","Jail Inmate","Single",0.94058,1,"Low","Low",-3.01,1,560
"607","Jail Inmate","Divorced",0.94107,1,"Low","Low",-3.21,1,561
"608","Jail Inmate","Single",0.94542,1,"Low","Low",-2.66,2,562
"609","Jail Inmate","Married",0.94279,1,"Low","Low",-3.25,1,563
"610","Jail Inmate","Single",0.94427,1,"Low","Low",-2.29,3,564
"611","Jail Inmate","Married",0.94255,3,"Medium with Override Consideration","High",-0.69,9,565
"612","Jail Inmate","Single",0.94165,3,"Medium with Override Consideration","Medium",-1.31,7,566
"613","Jail Inmate","Single",0.93987,1,"Low","Low",-4.11,1,567
"614","Jail Inmate","Single",0.94331,1,"Low","Low",-2.36,3,568
"615","Jail Inmate","Single",0.93965,1,"Low","Low",-2.09,4,569
"616","Jail Inmate","Single",0.94296,1,"Low","Low",-3.87,1,570
"617","Jail Inmate","Married",0.9473,1,"Low","Low",-2.02,4,571
"618","Jail Inmate","Separated",0.9346,1,"Low","Low",-3.63,1,572
"619","Jail Inmate","Married",0.93268,1,"Low","Low",-2.5,3,573
"620","Pretrial Defendant","Single",0.94173,1,"Low","Low",-1.98,4,574
"621","Jail Inmate","Single",0.94632,1,"Low","Low",-2,4,575
"622","Jail Inmate","Single",0.93323,3,"Medium with Override Consideration","Low",-2.3,3,576
"623","Jail Inmate","Single",0.94353,1,"Low","Low",-2.31,3,577
"624","Pretrial Defendant","Single",0.94419,1,"Low","Low",-2.18,4,578
"625","Jail Inmate","Single",0.93113,4,"High","High",-0.94,9,579
"626","Jail Inmate","Single",0.93626,3,"Medium with Override Consideration","High",-1.12,8,580
"627","Jail Inmate","Single",0.93222,3,"Medium with Override Consideration","Low",-2.2,4,581
"628","Jail Inmate","Single",0.9497,1,"Low","Low",-2.87,2,582
"629","Pretrial Defendant","Single",0.94476,3,"Medium with Override Consideration","Low",-2.74,2,583
"630","Jail Inmate","Single",0.93386,1,"Low","Medium",-1.95,5,584
"631","Jail Inmate","Single",0.94572,2,"Medium","Low",-1.98,4,585
"632","Jail Inmate","Single",0.93613,1,"Low","Low",-3.82,1,586
"633","Pretrial Defendant","Divorced",0.94126,1,"Low","Low",-4.1,1,587
"634","Jail Inmate","Single",0.93637,1,"Low","Low",-2.35,3,588
"635","Jail Inmate","Single",0.94908,1,"Low","Low",-3.05,1,589
"636","Jail Inmate","Single",0.93124,3,"Medium with Override Consideration","Medium",-1.87,5,590
